name,description,website
Ally.io ,Ensure your team’s goals align with the company’s priorities and purpose by setting shared employee and business goals in Microsoft Viva.,ally-technologies.com
"INHERET, Inc.",INHERET provides a comprehensive risk assessment with a personalized approach; empowering individuals to accurately identify their risk for hereditary conditions.,inheret.com/pages/home
"Ayas Renewables, Inc.","Manufacturer of bio-based propylene glycol intended to replace expensive petroleum products with a cost-effective alternative. The company's glycerin is a versatile molecule that can be used to produce high-value-added chemicals and in a variety of chemical processing applications, enabling clients to access glycerin which is renewable, economical, and abundant.",ayasrenewables.com
Transparent Networks,"Transparent Networks Inc. develops Micro Opto-Electro Mechanical Systems (MOEMS) for heavy traffic fiber optic carriers. The company was founded in 2000 and is based in Santa Clara, California.",
Pomelo,"Transfer money to GCash or Philippine banks with zero transfer fees. Earn points on every transfer, get 2x points with Pomelo Mastercard®. Fast, secure transfers in minutes.",pomelo.com
RunTitle,"RunTitle is an Austin, Texas-based company founded in 2011 by Reid Calhoon.",runtitledata.com
Ants Technology,ANTS-Technology offers the highest speeds in internet connectivity for your home or business.,antswifi.com
Bugsnag,"BugSnag is an error monitoring and reporting software with best-in-class functionality for mobile apps. Our tool alerts users of bugs, errors & more. Free trial!",bugsnag.com
Spectral Image,Company,
Urotronic,The Optilume drug-coated balloon is an exciting innovation in urethral stricture treatment—giving patients and physicians an effective solution that can deliver sustained patency and long-term relief.,urotronic.com
Hart Dairy,"Producer of free-range grass-fed dairy products intended to redefine the dairy standard. The company's cows are grass-fed in a non-GMO environment, enabling consumers to access healthy dairy products while contributing to animal welfare.",hartdairy.com
Amphivena Therapeutics,"Operator of a clinical-stage immuno-oncology company intended to build a pipeline of differentiated cancer immunotherapies. The company's proprietary ReSTORE platform offers benefits such as avid binding, target selectivity, and optimized safety, its candidates selectively relieve immune suppression and drive T-cell activation and polarization, enabling patients to restore anti-cancer immunity and receive new treatment options underserved by immunotherapy.",muaythaimes.com
Assiduus,"Optimize your supply chain with Assiduus' global supply chain management solutions. Improve efficiency, reduce costs, and enhance visibility.",assiduusglobal.com
Grand River Aseptic Manufacturing,Grand River Aseptic Manufacturing produces sterile injectable drug products for pharmaceutical and biotechnology partners.,grandriverasepticmfg.com
Ancora Biotech LLC,"Developer of breakthrough biotherapeutics for B cell cancers, metabolic diseases, and chronic hepatitis B infections.",ancorabiotech.com
LedgerX,Trade federally regulated derivatives products on one US licensed platform.,miaxdx.com
Apportable,"Apportable allows developers to cross-compile Objective-C apps to Android, without maintaining a separate code base in Java. It is used by many top-rated iOS games like Kingdom Rush and Osmos to deploy to Android stores using their existing Objective-C or C++ code.",
Appodeal,"The top Growth Engine for mobile app Indie Developers & Publishers. Accelerator, Monetization, User Acquisition, Analytics, App Intelligence...",appodeal.com
liveBooks,"Create a beautiful, mobile-friendly website that showcases your work. Our website builder has customizable website templates for photographers, artists, real estate agents & more. 14-day free trial.",livebooks.com
